Year,Month,County_City,Median_Sale_Value
2019, May,Albemarle County,385000
2019, May,Alexandria City,513500
2019, May,Alleghany County,157500
2019, May,Amelia County,246500
2019, May,Amherst County,172400
2019, May,Appomattox County,162500
2019, May,Arlington County,618500
2019, May,Augusta County,232700
2019, May,Bath County,134950
2019, May,Bedford County,232000
2019, May,Bland County,90750
2019, May,Botetourt County,243000
2019, May,Bristol City,100000
2019, May,Brunswick County,99500
2019, May,Buchanan County,N/A
2019, May,Buckingham County,135000
2019, May,Buena Vista City,128000
2019, May,Campbell County,185000
2019, May,Caroline County,239950
2019, May,Carroll County,103000
2019, May,Charles City County,330500
2019, May,Charlotte County,111500
2019, May,Charlottesville City,372000
2019, May,Chesapeake City,299900
2019, May,Chesterfield County,276982.5
2019, May,Clarke County,328749.5
2019, May,Colonial Heights City,165500
2019, May,Covington City,90000
2019, May,Craig County,142250
2019, May,Culpeper County,302500
2019, May,Cumberland County,147750
2019, May,Danville City,127500
2019, May,Dickenson County,20000
2019, May,Dinwiddie County,179950
2019, May,Emporia City,N/A
2019, May,Essex County,167500
2019, May,Fairfax City,563750
2019, May,Fairfax County,549944
2019, May,Falls Church City,910000
2019, May,Fauquier County,394000
2019, May,Floyd County,230750
2019, May,Fluvanna County,234950
2019, May,Franklin City,121000
2019, May,Franklin County,265000
2019, May,Frederick County,279100
2019, May,Fredericksburg City,357400
2019, May,Galax City,205000
2019, May,Giles County,125000
2019, May,Gloucester County,235000
2019, May,Goochland County,315000
2019, May,Grayson County,180000
2019, May,Greene County,263040
2019, May,Greensville County,234200
2019, May,Halifax County,135000
2019, May,Hampton City,188000
2019, May,Hanover County,291000
2019, May,Harrisonburg City,184900
2019, May,Henrico County,264950
2019, May,Henry County,95400
2019, May,Highland County,290180
2019, May,Hopewell City,115950
2019, May,Isle of Wight County,302700
2019, May,James City County,325000
2019, May,King and Queen County,158500
2019, May,King George County,329900
2019, May,King William County,225487
2019, May,Lancaster County,250000
2019, May,Lee County,N/A
2019, May,Lexington City,175100
2019, May,Loudoun County,499000
2019, May,Louisa County,306900
2019, May,Lunenburg County,155450
2019, May,Lynchburg City,165000
2019, May,Madison County,270000
2019, May,Manassas City,320000
2019, May,Manassas Park City,322500
2019, May,Martinsville City,108000
2019, May,Mathews County,196000
2019, May,Mecklenburg County,162500
2019, May,Middlesex County,285000
2019, May,Montgomery County,232500
2019, May,Nelson County,175500
2019, May,New Kent County,268000
2019, May,Newport News City,190000
2019, May,Norfolk City,220000
2019, May,Northampton County,314500
2019, May,Northumberland County,235000
2019, May,Norton City,N/A
2019, May,Nottoway County,127000
2019, May,Orange County,279950
2019, May,Page County,155000
2019, May,Patrick County,130000
2019, May,Petersburg City,123700
2019, May,Pittsylvania County,105900
2019, May,Poquoson City,326677.5
2019, May,Portsmouth City,170000
2019, May,Powhatan County,274950
2019, May,Prince Edward County,155000
2019, May,Prince George County,234000
2019, May,Prince William County,390000
2019, May,Pulaski County,140700
2019, May,Radford City,169500
2019, May,Rappahannock County,437000
2019, May,Richmond City,255000
2019, May,Richmond County,50000
2019, May,Roanoke City,155750
2019, May,Roanoke County,207750
2019, May,Rockbridge County,241430
2019, May,Rockingham County,243000
2019, May,Russell County,79000
2019, May,Salem City,156500
2019, May,Scott County,51657
2019, May,Shenandoah County,210000
2019, May,Smyth County,92250
2019, May,Southampton County,199750
2019, May,Spotsylvania County,290000
2019, May,Stafford County,350000
2019, May,Staunton City,181900
2019, May,Suffolk City,270000
2019, May,Surry County,164000
2019, May,Sussex County,161750
2019, May,Tazewell County,130750
2019, May,Virginia Beach City,284900
2019, May,Warren County,257000
2019, May,Washington County,190000
2019, May,Waynesboro City,192500
2019, May,Westmoreland County,204000
2019, May,Williamsburg City,302495
2019, May,Winchester City,215000
2019, May,Wise County,161400
2019, May,Wythe County,141700
2019, May,York County,307142.5
2019, Jun,Accomack County,137000
2019, Jun,Albemarle County,394000
2019, Jun,Alexandria City,521000
2019, Jun,Alleghany County,78900
2019, Jun,Amelia County,272500
2019, Jun,Amherst County,170700
2019, Jun,Appomattox County,179900
2019, Jun,Arlington County,565000
2019, Jun,Augusta County,235500
2019, Jun,Bath County,257250
2019, Jun,Bedford County,265000
2019, Jun,Bland County,183600
2019, Jun,Botetourt County,209500
2019, Jun,Bristol City,83000
2019, Jun,Brunswick County,1290000
2019, Jun,Buchanan County,53500
2019, Jun,Buckingham County,140000
2019, Jun,Buena Vista City,95500
2019, Jun,Campbell County,186950
2019, Jun,Caroline County,224873.5
2019, Jun,Carroll County,120000
2019, Jun,Charles City County,291250
2019, Jun,Charlotte County,106250
2019, Jun,Charlottesville City,349550
2019, Jun,Chesapeake City,319000
2019, Jun,Chesterfield County,280000
2019, Jun,Clarke County,385000
2019, Jun,Colonial Heights City,165000
2019, Jun,Covington City,93000
2019, Jun,Craig County,102750
2019, Jun,Culpeper County,300000
2019, Jun,Cumberland County,141950
2019, Jun,Danville City,124500
2019, Jun,Dickenson County,N/A
2019, Jun,Dinwiddie County,199925
2019, Jun,Emporia City,95000
2019, Jun,Essex County,195900
2019, Jun,Fairfax City,595500
2019, Jun,Fairfax County,565500
2019, Jun,Falls Church City,902500
2019, Jun,Fauquier County,410000
2019, Jun,Floyd County,187500
2019, Jun,Fluvanna County,233950
2019, Jun,Franklin City,182000
2019, Jun,Franklin County,270000
2019, Jun,Frederick County,276500
2019, Jun,Fredericksburg City,390000
2019, Jun,Galax City,128000
2019, Jun,Giles County,145000
2019, Jun,Gloucester County,278500
2019, Jun,Goochland County,383950
2019, Jun,Grayson County,150000
2019, Jun,Greene County,269570
2019, Jun,Greensville County,N/A
2019, Jun,Halifax County,112000
2019, Jun,Hampton City,184950
2019, Jun,Hanover County,320000
2019, Jun,Harrisonburg City,215000
2019, Jun,Henrico County,274950
2019, Jun,Henry County,79861.5
2019, Jun,Highland County,181500
2019, Jun,Hopewell City,140975
2019, Jun,Isle of Wight County,289900
2019, Jun,James City County,332000
2019, Jun,King and Queen County,302450
2019, Jun,King George County,320750
2019, Jun,King William County,207000
2019, Jun,Lancaster County,367000
2019, Jun,Lee County,N/A
2019, Jun,Lexington City,317000
2019, Jun,Loudoun County,520000
2019, Jun,Louisa County,227000
2019, Jun,Lunenburg County,172000
2019, Jun,Lynchburg City,166050
2019, Jun,Madison County,285000
2019, Jun,Manassas City,340000
2019, Jun,Manassas Park City,389500
2019, Jun,Martinsville City,135000
2019, Jun,Mathews County,249750
2019, Jun,Mecklenburg County,191300
2019, Jun,Middlesex County,270000
2019, Jun,Montgomery County,235000
2019, Jun,Nelson County,225000
2019, Jun,New Kent County,279045
2019, Jun,Newport News City,191700
2019, Jun,Norfolk City,212000
2019, Jun,Northampton County,245000
2019, Jun,Northumberland County,270000
2019, Jun,Norton City,N/A
2019, Jun,Nottoway County,167000
2019, Jun,Orange County,251900
2019, Jun,Page County,160000
2019, Jun,Patrick County,185000
2019, Jun,Petersburg City,80000
2019, Jun,Pittsylvania County,155000
2019, Jun,Poquoson City,330000
2019, Jun,Portsmouth City,169400
2019, Jun,Powhatan County,290610
2019, Jun,Prince Edward County,186000
2019, Jun,Prince George County,250000
2019, Jun,Prince William County,399000
2019, Jun,Pulaski County,106000
2019, Jun,Radford City,159000
2019, Jun,Rappahannock County,287500
2019, Jun,Richmond City,273500
2019, Jun,Richmond County,220000
2019, Jun,Roanoke City,139975
2019, Jun,Roanoke County,210000
2019, Jun,Rockbridge County,240500
2019, Jun,Rockingham County,255000
2019, Jun,Russell County,114000
2019, Jun,Salem City,177500
2019, Jun,Scott County,N/A
2019, Jun,Shenandoah County,190000
2019, Jun,Smyth County,129800
2019, Jun,Southampton County,172000
2019, Jun,Spotsylvania County,298000
2019, Jun,Stafford County,369450
2019, Jun,Staunton City,192500
2019, Jun,Suffolk City,274450
2019, Jun,Surry County,125000
2019, Jun,Sussex County,176950
2019, Jun,Tazewell County,84500
2019, Jun,Virginia Beach City,275000
2019, Jun,Warren County,252450
2019, Jun,Washington County,165000
2019, Jun,Waynesboro City,165000
2019, Jun,Westmoreland County,190345
2019, Jun,Williamsburg City,255000
2019, Jun,Winchester City,231950
2019, Jun,Wise County,78750
2019, Jun,Wythe County,142500
2019, Jun,York County,323500
2019, Jul,Accomack County,164700
2019, Jul,Albemarle County,391500
2019, Jul,Alexandria City,495000
2019, Jul,Alleghany County,87050
2019, Jul,Amelia County,243000
2019, Jul,Amherst County,176000
2019, Jul,Appomattox County,183775
2019, Jul,Arlington County,637500
2019, Jul,Augusta County,253500
2019, Jul,Bath County,100600
2019, Jul,Bedford County,235000
2019, Jul,Bland County,449000
2019, Jul,Botetourt County,270000
2019, Jul,Bristol City,127400
2019, Jul,Brunswick County,135000
2019, Jul,Buchanan County,91000
2019, Jul,Buckingham County,166750
2019, Jul,Buena Vista City,114250
2019, Jul,Campbell County,179200
2019, Jul,Caroline County,222250
2019, Jul,Carroll County,135000
2019, Jul,Charles City County,103450
2019, Jul,Charlotte County,105000
2019, Jul,Charlottesville City,368500
2019, Jul,Chesapeake City,305000
2019, Jul,Chesterfield County,272300
2019, Jul,Clarke County,367000
2019, Jul,Colonial Heights City,185000
2019, Jul,Covington City,92350
2019, Jul,Craig County,289000
2019, Jul,Culpeper County,299900
2019, Jul,Cumberland County,160000
2019, Jul,Danville City,113500
2019, Jul,Dickenson County,35000
2019, Jul,Dinwiddie County,193750
2019, Jul,Emporia City,N/A
2019, Jul,Essex County,277750
2019, Jul,Fairfax City,537000
2019, Jul,Fairfax County,539000
2019, Jul,Falls Church City,820000
2019, Jul,Fauquier County,421250
2019, Jul,Floyd County,159950
2019, Jul,Fluvanna County,235000
2019, Jul,Franklin City,133000
2019, Jul,Franklin County,272404
2019, Jul,Frederick County,270000
2019, Jul,Fredericksburg City,345000
2019, Jul,Galax City,100000
2019, Jul,Giles County,154500
2019, Jul,Gloucester County,266450
2019, Jul,Goochland County,390000
2019, Jul,Grayson County,116500
2019, Jul,Greene County,275230
2019, Jul,Greensville County,150000
2019, Jul,Halifax County,126000
2019, Jul,Hampton City,178830
2019, Jul,Hanover County,295000
2019, Jul,Harrisonburg City,207000
2019, Jul,Henrico County,280000
2019, Jul,Henry County,125000
2019, Jul,Highland County,N/A
2019, Jul,Hopewell City,155000
2019, Jul,Isle of Wight County,282000
2019, Jul,James City County,315000
2019, Jul,King and Queen County,167000
2019, Jul,King George County,320400
2019, Jul,King William County,206000
2019, Jul,Lancaster County,485000
2019, Jul,Lee County,N/A
2019, Jul,Lexington City,364075
2019, Jul,Loudoun County,519000
2019, Jul,Louisa County,248250
2019, Jul,Lunenburg County,144000
2019, Jul,Lynchburg City,152450
2019, Jul,Madison County,280000
2019, Jul,Manassas City,311500
2019, Jul,Manassas Park City,329500
2019, Jul,Martinsville City,99900
2019, Jul,Mathews County,201200
2019, Jul,Mecklenburg County,150000
2019, Jul,Middlesex County,177000
2019, Jul,Montgomery County,219999
2019, Jul,Nelson County,251500
2019, Jul,New Kent County,285781
2019, Jul,Newport News City,200000
2019, Jul,Norfolk City,225000
2019, Jul,Northampton County,297500
2019, Jul,Northumberland County,210000
2019, Jul,Norton City,N/A
2019, Jul,Nottoway County,84700
2019, Jul,Orange County,279450
2019, Jul,Page County,172500
2019, Jul,Patrick County,107500
2019, Jul,Petersburg City,89725
2019, Jul,Pittsylvania County,103750
2019, Jul,Poquoson City,392499.5
2019, Jul,Portsmouth City,182000
2019, Jul,Powhatan County,299950
2019, Jul,Prince Edward County,123800
2019, Jul,Prince George County,216500
2019, Jul,Prince William County,385000
2019, Jul,Pulaski County,155500
2019, Jul,Radford City,180000
2019, Jul,Rappahannock County,312000
2019, Jul,Richmond City,259000
2019, Jul,Richmond County,164900
2019, Jul,Roanoke City,144950
2019, Jul,Roanoke County,209000
2019, Jul,Rockbridge County,211750
2019, Jul,Rockingham County,216500
2019, Jul,Russell County,130000
2019, Jul,Salem City,164650
2019, Jul,Scott County,95000
2019, Jul,Shenandoah County,192500
2019, Jul,Smyth County,106500
2019, Jul,Southampton County,173000
2019, Jul,Spotsylvania County,291250
2019, Jul,Stafford County,370000
2019, Jul,Staunton City,180000
2019, Jul,Suffolk City,279900
2019, Jul,Surry County,211000
2019, Jul,Sussex County,196500
2019, Jul,Tazewell County,87500
2019, Jul,Virginia Beach City,285000
2019, Jul,Warren County,241000
2019, Jul,Washington County,179000
2019, Jul,Waynesboro City,192500
2019, Jul,Westmoreland County,203887.5
2019, Jul,Williamsburg City,252750
2019, Jul,Winchester City,245000
2019, Jul,Wise County,46640
2019, Jul,Wythe County,130000
2019, Jul,York County,337450
2019, Aug,Accomack County,180000
2019, Aug,Albemarle County,368934.5
2019, Aug,Alexandria City,522000
2019, Aug,Alleghany County,75000
2019, Aug,Amelia County,291250
2019, Aug,Amherst County,158950
2019, Aug,Appomattox County,194125
2019, Aug,Arlington County,620000
2019, Aug,Augusta County,216750
2019, Aug,Bath County,381380
2019, Aug,Bedford County,277000
2019, Aug,Bland County,55000
2019, Aug,Botetourt County,255000
2019, Aug,Bristol City,80750
2019, Aug,Brunswick County,33500.5
2019, Aug,Buchanan County,124450
2019, Aug,Buckingham County,153200
2019, Aug,Buena Vista City,107500
2019, Aug,Campbell County,189900
2019, Aug,Caroline County,210750
2019, Aug,Carroll County,143000
2019, Aug,Charles City County,199900
2019, Aug,Charlotte County,140236.5
2019, Aug,Charlottesville City,345000
2019, Aug,Chesapeake City,289950
2019, Aug,Chesterfield County,275427.5
2019, Aug,Clarke County,388054
2019, Aug,Colonial Heights City,168625
2019, Aug,Covington City,129250
2019, Aug,Craig County,181980
2019, Aug,Culpeper County,303000
2019, Aug,Cumberland County,201250
2019, Aug,Danville City,130000
2019, Aug,Dickenson County,245000
2019, Aug,Dinwiddie County,198500
2019, Aug,Emporia City,N/A
2019, Aug,Essex County,215000
2019, Aug,Fairfax City,582450
2019, Aug,Fairfax County,529000
2019, Aug,Falls Church City,737000
2019, Aug,Fauquier County,429000
2019, Aug,Floyd County,220000
2019, Aug,Fluvanna County,235208.5
2019, Aug,Franklin City,159900
2019, Aug,Franklin County,262500
2019, Aug,Frederick County,269900
2019, Aug,Fredericksburg City,399500
2019, Aug,Galax City,182500
2019, Aug,Giles County,135529
2019, Aug,Gloucester County,234000
2019, Aug,Goochland County,425400
2019, Aug,Grayson County,114000
2019, Aug,Greene County,254335
2019, Aug,Greensville County,20516
2019, Aug,Halifax County,175000
2019, Aug,Hampton City,177300
2019, Aug,Hanover County,299950
2019, Aug,Harrisonburg City,188025
2019, Aug,Henrico County,271990
2019, Aug,Henry County,88700
2019, Aug,Highland County,147450
2019, Aug,Hopewell City,125000
2019, Aug,Isle of Wight County,323250
2019, Aug,James City County,290000
2019, Aug,King and Queen County,133225
2019, Aug,King George County,320000
2019, Aug,King William County,205000
2019, Aug,Lancaster County,250000
2019, Aug,Lee County,N/A
2019, Aug,Lexington City,305000
2019, Aug,Loudoun County,515000
2019, Aug,Louisa County,241000
2019, Aug,Lunenburg County,113100
2019, Aug,Lynchburg City,170450
2019, Aug,Madison County,235000
2019, Aug,Manassas City,332995
2019, Aug,Manassas Park City,307500
2019, Aug,Martinsville City,120700
2019, Aug,Mathews County,185000
2019, Aug,Mecklenburg County,155750
2019, Aug,Middlesex County,298500
2019, Aug,Montgomery County,249000
2019, Aug,Nelson County,212500
2019, Aug,New Kent County,280000
2019, Aug,Newport News City,190000
2019, Aug,Norfolk City,220500
2019, Aug,Northampton County,299000
2019, Aug,Northumberland County,304382.5
2019, Aug,Norton City,N/A
2019, Aug,Nottoway County,175000
2019, Aug,Orange County,252500
2019, Aug,Page County,164000
2019, Aug,Patrick County,161900
2019, Aug,Petersburg City,126000
2019, Aug,Pittsylvania County,117500
2019, Aug,Poquoson City,339000
2019, Aug,Portsmouth City,166000
2019, Aug,Powhatan County,312275
2019, Aug,Prince Edward County,175900
2019, Aug,Prince George County,241450
2019, Aug,Prince William County,399500
2019, Aug,Pulaski County,169000
2019, Aug,Radford City,170000
2019, Aug,Rappahannock County,375000
2019, Aug,Richmond City,255000
2019, Aug,Richmond County,175500
2019, Aug,Roanoke City,151000
2019, Aug,Roanoke County,229950
2019, Aug,Rockbridge County,250000
2019, Aug,Rockingham County,244000
2019, Aug,Russell County,132000
2019, Aug,Salem City,170000
2019, Aug,Scott County,116225
2019, Aug,Shenandoah County,190000
2019, Aug,Smyth County,81500
2019, Aug,Southampton County,129900
2019, Aug,Spotsylvania County,299900
2019, Aug,Stafford County,362500
2019, Aug,Staunton City,169900
2019, Aug,Suffolk City,270000
2019, Aug,Surry County,210000
2019, Aug,Sussex County,171500
2019, Aug,Tazewell County,141000
2019, Aug,Virginia Beach City,271900
2019, Aug,Warren County,243950
2019, Aug,Washington County,178000
2019, Aug,Waynesboro City,167500
2019, Aug,Westmoreland County,215000
2019, Aug,Williamsburg City,221375
2019, Aug,Winchester City,216250
2019, Aug,Wise County,102500
2019, Aug,Wythe County,131250
2019, Aug,York County,323755
2019, Sep,Accomack County,148950
2019, Sep,Albemarle County,385000
2019, Sep,Alexandria City,499000
2019, Sep,Alleghany County,149900
2019, Sep,Amelia County,264975
2019, Sep,Amherst County,142500
2019, Sep,Appomattox County,191500
2019, Sep,Arlington County,585000
2019, Sep,Augusta County,249950
2019, Sep,Bath County,92000
2019, Sep,Bedford County,248450
2019, Sep,Bland County,112000
2019, Sep,Botetourt County,259000
2019, Sep,Bristol City,85000
2019, Sep,Brunswick County,122000
2019, Sep,Buchanan County,N/A
2019, Sep,Buckingham County,150000
2019, Sep,Buena Vista City,107000
2019, Sep,Campbell County,181950
2019, Sep,Caroline County,204000
2019, Sep,Carroll County,128500
2019, Sep,Charles City County,259000
2019, Sep,Charlotte County,88920
2019, Sep,Charlottesville City,324300
2019, Sep,Chesapeake City,295539.5
2019, Sep,Chesterfield County,265000
2019, Sep,Clarke County,400000
2019, Sep,Colonial Heights City,155000
2019, Sep,Covington City,76111
2019, Sep,Craig County,70000
2019, Sep,Culpeper County,310400
2019, Sep,Cumberland County,298700
2019, Sep,Danville City,108950
2019, Sep,Dickenson County,N/A
2019, Sep,Dinwiddie County,195000
2019, Sep,Emporia City,N/A
2019, Sep,Essex County,270000
2019, Sep,Fairfax City,520000
2019, Sep,Fairfax County,505000
2019, Sep,Falls Church City,735000
2019, Sep,Fauquier County,405000
2019, Sep,Floyd County,227850
2019, Sep,Fluvanna County,218800
2019, Sep,Franklin City,231000
2019, Sep,Franklin County,209500
2019, Sep,Frederick County,273900
2019, Sep,Fredericksburg City,324817.5
2019, Sep,Galax City,112100
2019, Sep,Giles County,129000
2019, Sep,Gloucester County,237500
2019, Sep,Goochland County,443000
2019, Sep,Grayson County,102000
2019, Sep,Greene County,258000
2019, Sep,Greensville County,50150
2019, Sep,Halifax County,115000
2019, Sep,Hampton City,170000
2019, Sep,Hanover County,312475
2019, Sep,Harrisonburg City,192600
2019, Sep,Henrico County,260750
2019, Sep,Henry County,122250
2019, Sep,Highland County,230000
2019, Sep,Hopewell City,115000
2019, Sep,Isle of Wight County,302500
2019, Sep,James City County,313500
2019, Sep,King and Queen County,223500
2019, Sep,King George County,319900
2019, Sep,King William County,219000
2019, Sep,Lancaster County,335750
2019, Sep,Lee County,N/A
2019, Sep,Lexington City,185000
2019, Sep,Loudoun County,505000
2019, Sep,Louisa County,277950
2019, Sep,Lunenburg County,110000
2019, Sep,Lynchburg City,150950
2019, Sep,Madison County,194500
2019, Sep,Manassas City,347500
2019, Sep,Manassas Park City,307500
2019, Sep,Martinsville City,112250
2019, Sep,Mathews County,230000
2019, Sep,Mecklenburg County,235000
2019, Sep,Middlesex County,228000
2019, Sep,Montgomery County,221950
2019, Sep,Nelson County,224000
2019, Sep,New Kent County,308000
2019, Sep,Newport News City,185000
2019, Sep,Norfolk City,212750
2019, Sep,Northampton County,255000
2019, Sep,Northumberland County,309000
2019, Sep,Norton City,N/A
2019, Sep,Nottoway County,85033
2019, Sep,Orange County,243900
2019, Sep,Page County,195500
2019, Sep,Patrick County,137500
2019, Sep,Petersburg City,105000
2019, Sep,Pittsylvania County,104900
2019, Sep,Poquoson City,360500
2019, Sep,Portsmouth City,170000
2019, Sep,Powhatan County,313545
2019, Sep,Prince Edward County,144200
2019, Sep,Prince George County,255950
2019, Sep,Prince William County,381000
2019, Sep,Pulaski County,165000
2019, Sep,Radford City,185975
2019, Sep,Rappahannock County,240000
2019, Sep,Richmond City,265000
2019, Sep,Richmond County,205000
2019, Sep,Roanoke City,148000
2019, Sep,Roanoke County,199975
2019, Sep,Rockbridge County,196250
2019, Sep,Rockingham County,250000
2019, Sep,Russell County,81000
2019, Sep,Salem City,147475
2019, Sep,Scott County,N/A
2019, Sep,Shenandoah County,188000
2019, Sep,Smyth County,55000
2019, Sep,Southampton County,123950
2019, Sep,Spotsylvania County,294950
2019, Sep,Stafford County,351500
2019, Sep,Staunton City,170000
2019, Sep,Suffolk City,259450
2019, Sep,Surry County,162450
2019, Sep,Sussex County,29000
2019, Sep,Tazewell County,107500
2019, Sep,Virginia Beach City,275000
2019, Sep,Warren County,247450
2019, Sep,Washington County,187500
2019, Sep,Waynesboro City,182000
2019, Sep,Westmoreland County,195946
2019, Sep,Williamsburg City,248000
2019, Sep,Winchester City,252500
2019, Sep,Wise County,212000
2019, Sep,Wythe County,123000
2019, Sep,York County,304703
2019, Oct,Accomack County,165000
2019, Oct,Albemarle County,343000
2019, Oct,Alexandria City,599000
2019, Oct,Alleghany County,85000
2019, Oct,Amelia County,265000
2019, Oct,Amherst County,166000
2019, Oct,Appomattox County,244000
2019, Oct,Arlington County,585000
2019, Oct,Augusta County,245000
2019, Oct,Bath County,77500
2019, Oct,Bedford County,224900
2019, Oct,Bland County,49101
2019, Oct,Botetourt County,230000
2019, Oct,Bristol City,119350
2019, Oct,Brunswick County,195125
2019, Oct,Buchanan County,62050
2019, Oct,Buckingham County,116500
2019, Oct,Buena Vista City,98000
2019, Oct,Campbell County,178500
2019, Oct,Caroline County,228000
2019, Oct,Carroll County,149500
2019, Oct,Charles City County,80000
2019, Oct,Charlotte County,102900
2019, Oct,Charlottesville City,370000
2019, Oct,Chesapeake City,289900
2019, Oct,Chesterfield County,268935
2019, Oct,Clarke County,368372
2019, Oct,Colonial Heights City,160500
2019, Oct,Covington City,135250
2019, Oct,Craig County,74000
2019, Oct,Culpeper County,312000
2019, Oct,Cumberland County,128950
2019, Oct,Danville City,105000
2019, Oct,Dickenson County,N/A
2019, Oct,Dinwiddie County,235000
2019, Oct,Emporia City,N/A
2019, Oct,Essex County,195000
2019, Oct,Fairfax City,545000
2019, Oct,Fairfax County,540000
2019, Oct,Falls Church City,745000
2019, Oct,Fauquier County,409950
2019, Oct,Floyd County,98750
2019, Oct,Fluvanna County,235000
2019, Oct,Franklin City,175000
2019, Oct,Franklin County,304900
2019, Oct,Frederick County,250000
2019, Oct,Fredericksburg City,320250
2019, Oct,Galax City,103500
2019, Oct,Giles County,152000
2019, Oct,Gloucester County,258850
2019, Oct,Goochland County,464950
2019, Oct,Grayson County,112000
2019, Oct,Greene County,295000
2019, Oct,Greensville County,80950
2019, Oct,Halifax County,92610
2019, Oct,Hampton City,176000
2019, Oct,Hanover County,313704
2019, Oct,Harrisonburg City,239900
2019, Oct,Henrico County,256000
2019, Oct,Henry County,85900
2019, Oct,Highland County,54500
2019, Oct,Hopewell City,118200
2019, Oct,Isle of Wight County,311000
2019, Oct,James City County,281625
2019, Oct,King and Queen County,150000
2019, Oct,King George County,267500
2019, Oct,King William County,210000
2019, Oct,Lancaster County,375000
2019, Oct,Lee County,N/A
2019, Oct,Lexington City,219000
2019, Oct,Loudoun County,500000
2019, Oct,Louisa County,249000
2019, Oct,Lunenburg County,139000
2019, Oct,Lynchburg City,162900
2019, Oct,Madison County,259900
2019, Oct,Manassas City,335000
2019, Oct,Manassas Park City,316950
2019, Oct,Martinsville City,181450
2019, Oct,Mathews County,185000
2019, Oct,Mecklenburg County,120000
2019, Oct,Middlesex County,220000
2019, Oct,Montgomery County,226000
2019, Oct,Nelson County,259250
2019, Oct,New Kent County,266657.5
2019, Oct,Newport News City,200000
2019, Oct,Norfolk City,212750
2019, Oct,Northampton County,265000
2019, Oct,Northumberland County,336750
2019, Oct,Norton City,N/A
2019, Oct,Nottoway County,94000
2019, Oct,Orange County,257450
2019, Oct,Page County,180000
2019, Oct,Patrick County,125250
2019, Oct,Petersburg City,97500
2019, Oct,Pittsylvania County,120900
2019, Oct,Poquoson City,344950
2019, Oct,Portsmouth City,169950
2019, Oct,Powhatan County,329500
2019, Oct,Prince Edward County,147500
2019, Oct,Prince George County,242250
2019, Oct,Prince William County,370000
2019, Oct,Pulaski County,134900
2019, Oct,Radford City,149900
2019, Oct,Rappahannock County,386250
2019, Oct,Richmond City,240000
2019, Oct,Richmond County,158250
2019, Oct,Roanoke City,144950
2019, Oct,Roanoke County,200000
2019, Oct,Rockbridge County,273500
2019, Oct,Rockingham County,230000
2019, Oct,Russell County,130000
2019, Oct,Salem City,242475
2019, Oct,Scott County,73600
2019, Oct,Shenandoah County,191100
2019, Oct,Smyth County,82750
2019, Oct,Southampton County,194071
2019, Oct,Spotsylvania County,290000
2019, Oct,Stafford County,375000
2019, Oct,Staunton City,210000
2019, Oct,Suffolk City,274900
2019, Oct,Surry County,150000
2019, Oct,Sussex County,194000
2019, Oct,Tazewell County,91500
2019, Oct,Virginia Beach City,259000
2019, Oct,Warren County,230000
2019, Oct,Washington County,185000
2019, Oct,Waynesboro City,188700
2019, Oct,Westmoreland County,211750
2019, Oct,Williamsburg City,364000
2019, Oct,Winchester City,206000
2019, Oct,Wise County,180000
2019, Oct,Wythe County,148325
2019, Oct,York County,299315
2019, Nov,Accomack County,168000
2019, Nov,Albemarle County,360618.5
2019, Nov,Alexandria City,535950
2019, Nov,Alleghany County,59200
2019, Nov,Amelia County,210500
2019, Nov,Amherst County,164000
2019, Nov,Appomattox County,189950
2019, Nov,Arlington County,548750
2019, Nov,Augusta County,207450
2019, Nov,Bath County,150000
2019, Nov,Bedford County,240000
2019, Nov,Bland County,210000
2019, Nov,Botetourt County,249950
2019, Nov,Bristol City,93000
2019, Nov,Brunswick County,62000
2019, Nov,Buchanan County,140000
2019, Nov,Buckingham County,139000
2019, Nov,Buena Vista City,110000
2019, Nov,Campbell County,165000
2019, Nov,Caroline County,237500
2019, Nov,Carroll County,142500
2019, Nov,Charles City County,290000
2019, Nov,Charlotte County,75000
2019, Nov,Charlottesville City,306250
2019, Nov,Chesapeake City,275000
2019, Nov,Chesterfield County,265000
2019, Nov,Clarke County,305000
2019, Nov,Colonial Heights City,149900
2019, Nov,Covington City,105950
2019, Nov,Craig County,76500
2019, Nov,Culpeper County,290000
2019, Nov,Cumberland County,170475
2019, Nov,Danville City,115000
2019, Nov,Dickenson County,10000
2019, Nov,Dinwiddie County,187475
2019, Nov,Emporia City,N/A
2019, Nov,Essex County,215000
2019, Nov,Fairfax City,554250
2019, Nov,Fairfax County,536500
2019, Nov,Falls Church City,750000
2019, Nov,Fauquier County,410000
2019, Nov,Floyd County,173000
2019, Nov,Fluvanna County,269541
2019, Nov,Franklin City,243500
2019, Nov,Franklin County,263450
2019, Nov,Frederick County,285000
2019, Nov,Fredericksburg City,349310
2019, Nov,Galax City,140000
2019, Nov,Giles County,115000
2019, Nov,Gloucester County,244500
2019, Nov,Goochland County,420000
2019, Nov,Grayson County,114000
2019, Nov,Greene County,287327.5
2019, Nov,Greensville County,147500
2019, Nov,Halifax County,131035
2019, Nov,Hampton City,179900
2019, Nov,Hanover County,314750
2019, Nov,Harrisonburg City,188500
2019, Nov,Henrico County,268000
2019, Nov,Henry County,96000
2019, Nov,Highland County,205000
2019, Nov,Hopewell City,122500
2019, Nov,Isle of Wight County,289024.5
2019, Nov,James City County,284900
